,ResponseId,MainBranch,Employment,RemoteWork,EdLevel,YearsCode,OrgSize,Country,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,WorkExp,ConvertedCompYearly
25067,25068,2,2,1,5,4,4,3,1,1,No,Straight / Heterosexual,1,1,2.0,195210
25070,25071,2,2,1,1,3,8,1,2,1,No,Bisexual,3,1,1.0,238257
25077,25078,2,2,1,2,2,8,14,5,1,No,Gay or Lesbian,1,1,0.0,163331
25081,25082,2,4,1,1,1,2,44,2,1,No,Straight / Heterosexual,6,1,0.0,240
25083,25084,2,2,3,1,2,1,44,5,1,No,Straight / Heterosexual,6,1,0.0,3912
25087,25088,2,2,2,2,2,5,12,2,1,No,Straight / Heterosexual,2,1,1.0,44790
25089,25090,2,2,1,1,2,3,18,5,1,No,Straight / Heterosexual,15,1,0.0,13800
25092,25093,1,2,2,2,3,5,46,1,1,No,Straight / Heterosexual,2,1,3.0,138396
25098,25099,2,2,1,1,3,9,20,2,1,No,Straight / Heterosexual,2,1,1.0,63984
25100,25101,2,2,2,2,2,8,18,2,1,No,Straight / Heterosexual,12,1,1.0,65776
25101,25102,2,2,1,5,2,4,14,2,1,No,Straight / Heterosexual,4,1,0.0,125639
25104,25105,2,2,2,1,2,3,68,2,1,No,Straight / Heterosexual,14,1,1.0,57828
25105,25106,1,2,2,1,2,5,52,5,1,No,Straight / Heterosexual,19,1,1.0,32772
25112,25113,1,2,3,6,5,8,15,1,1,No,Straight / Heterosexual,2,1,4.0,34126
25113,25114,2,2,1,9,4,4,46,1,1,No,Straight / Heterosexual,2,1,3.0,51948
25120,25121,2,2,1,1,5,4,1,1,1,No,Straight / Heterosexual,1,2,4.0,150000
25131,25132,2,2,2,4,2,1,9,2,1,No,Straight / Heterosexual,1,1,2.0,238257
25142,25143,2,2,3,5,2,1,4,2,1,No,Straight / Heterosexual,10,1,2.0,23484
25143,25144,2,2,2,1,5,3,17,1,1,No,Straight / Heterosexual,2,1,3.0,51189
25144,25145,2,2,2,2,2,5,28,2,1,No,Straight / Heterosexual,4,1,0.0,75912
25145,25146,2,2,1,1,2,4,18,5,1,No,Straight / Heterosexual,13,1,0.0,19346
25152,25153,2,2,2,1,2,8,73,2,1,No,Straight / Heterosexual,6,1,1.0,81705
25157,25158,2,2,1,1,2,1,44,2,1,No,Straight / Heterosexual,6,1,0.0,47990
25161,25162,2,2,2,2,3,4,45,1,1,No,Straight / Heterosexual,2,1,2.0,56112
25164,25165,1,2,1,7,3,5,3,2,1,No,Bisexual,1,1,1.0,97605
25165,25166,2,2,2,2,2,3,1,2,1,No,Straight / Heterosexual,1,1,0.0,120000
25167,25168,2,2,2,1,5,4,17,1,1,No,Straight / Heterosexual,2,1,2.0,30708
25173,25174,2,2,1,2,5,1,14,3,3,Prefer not to say,Prefer not to say,5,1,4.0,175895
25177,25178,2,2,1,1,4,5,4,1,1,No,Straight / Heterosexual,13,1,2.0,106644
25178,25179,2,1,3,2,3,1,102,2,1,No,Straight / Heterosexual,2,1,2.0,21360
25179,25180,2,4,1,1,1,2,36,5,1,No,Straight / Heterosexual,17,1,0.0,8184
25184,25185,2,2,2,5,5,8,1,2,1,No,Straight / Heterosexual,3,1,1.0,238257
25187,25188,2,1,1,1,2,2,41,2,5,No,Straight / Heterosexual,8,1,1.0,52000
25190,25191,2,2,1,1,5,1,14,4,1,No,Straight / Heterosexual,1,1,4.0,75384
25192,25193,2,2,2,1,3,1,29,2,2,Yes,Queer,18,1,2.0,89879
25202,25203,2,2,2,7,3,4,3,2,1,No,Straight / Heterosexual,3,1,1.0,76991
25203,25204,2,2,1,1,3,5,11,2,1,No,Straight / Heterosexual,20,1,1.0,62320
25210,25211,2,2,1,1,3,9,3,5,4,No,Bisexual,1,1,0.0,232691
25212,25213,2,2,1,1,2,5,104,2,1,No,Prefer not to say,1,1,1.0,70656
25215,25216,2,2,1,1,3,3,1,1,1,No,Straight / Heterosexual,1,1,2.0,150000
25219,25220,2,2,1,1,2,3,11,2,1,No,Straight / Heterosexual,1,1,1.0,44868
25232,25233,2,2,3,1,5,8,50,3,4,No,Bisexual,2,1,4.0,45096
25235,25236,2,2,2,4,5,8,29,1,1,No,Straight / Heterosexual,2,1,4.0,113234
25241,25242,2,2,1,2,4,7,19,1,1,No,Straight / Heterosexual,2,1,1.0,25596
25243,25244,2,2,1,7,5,7,68,4,1,No,Straight / Heterosexual,1,1,4.0,200000
25254,25255,2,2,2,1,4,2,4,1,1,No,Prefer not to say,2,1,2.0,52788
25255,25256,2,2,1,1,3,8,1,2,1,No,Straight / Heterosexual,1,1,2.0,225000
25256,25257,1,1,1,5,5,1,20,1,1,No,Straight / Heterosexual,4,1,4.0,106644
25259,25260,2,2,3,1,3,4,4,2,1,No,Straight / Heterosexual,2,1,1.0,238257
25261,25262,2,2,3,1,5,2,4,3,1,No,Straight / Heterosexual,2,1,4.0,85315
25262,25263,2,2,2,1,4,5,11,2,1,No,Straight / Heterosexual,8,1,2.0,49856
25263,25264,2,2,2,1,2,4,1,5,1,No,Straight / Heterosexual,1,1,0.0,115000
25264,25265,2,2,1,1,2,1,1,1,2,No,Straight / Heterosexual,1,1,4.0,137000
25269,25270,2,2,2,1,2,4,136,1,1,No,Straight / Heterosexual,6,1,1.0,37200
25272,25273,2,3,2,4,3,4,21,2,1,No,Straight / Heterosexual,4,1,2.0,51964
25277,25278,2,2,2,1,3,2,16,5,1,No,Straight / Heterosexual,4,1,0.0,25596
25278,25279,2,2,1,2,2,2,4,2,1,No,Straight / Heterosexual,1,1,2.0,40956
25284,25285,2,2,2,6,4,4,12,1,1,No,Straight / Heterosexual,4,1,2.0,53322
25287,25288,2,2,2,2,5,2,10,3,1,No,Straight / Heterosexual,2,1,4.0,63984
25292,25293,2,2,2,1,2,7,1,2,1,No,Straight / Heterosexual,1,1,1.0,180000
25302,25303,2,2,1,5,2,9,1,1,1,No,Gay or Lesbian,1,1,3.0,86000
25308,25309,2,2,1,1,3,9,11,2,1,No,Straight / Heterosexual,9,1,1.0,200000
25312,25313,2,2,1,4,4,8,33,2,1,No,Straight / Heterosexual,4,1,2.0,60252
25314,25315,2,2,1,4,3,8,1,2,1,No,Straight / Heterosexual,3,1,2.0,183000
25320,25321,2,2,1,4,3,1,4,3,1,No,Prefer not to say,2,1,1.0,38392
25321,25322,2,2,2,2,3,5,4,2,1,No,Straight / Heterosexual,10,1,1.0,69318
25327,25328,2,2,2,1,1,4,76,5,1,No,Straight / Heterosexual,1,1,0.0,17916
25331,25332,2,2,3,1,3,1,11,2,1,No,Straight / Heterosexual,14,1,1.0,29916
25332,25333,2,7,2,5,4,6,1,1,1,No,Straight / Heterosexual,3,1,3.0,150000
25334,25335,2,1,2,2,2,9,2,2,1,No,Straight / Heterosexual,2,1,1.0,23040
25335,25336,2,2,1,7,2,1,1,2,1,No,Straight / Heterosexual,1,1,0.0,75000
25342,25343,2,2,1,1,3,8,6,2,1,No,Bisexual,1,1,2.0,74928
25347,25348,2,2,1,1,3,1,11,1,1,No,Straight / Heterosexual,14,1,2.0,18696
25348,25349,2,4,1,1,1,2,80,2,1,No,Straight / Heterosexual,7,1,1.0,75036
25349,25350,2,2,1,1,2,1,19,1,1,No,Straight / Heterosexual,2,1,1.0,53322
25352,25353,2,2,1,5,4,9,1,2,1,No,Straight / Heterosexual,1,1,1.0,238257
25353,25354,2,2,1,5,5,1,1,3,1,No,Bisexual,1,1,4.0,238257
25355,25356,2,2,1,2,2,3,5,2,1,No,Straight / Heterosexual,4,1,1.0,79983
25360,25361,2,2,1,1,5,8,1,1,1,No,Straight / Heterosexual,8,1,3.0,200000
25383,25384,2,2,3,1,3,10,29,2,1,No,Gay or Lesbian,1,1,1.0,238257
25384,25385,2,3,2,2,3,1,119,2,1,No,Straight / Heterosexual,9,1,1.0,12000
25386,25387,2,2,2,1,2,1,10,2,1,No,Straight / Heterosexual,4,1,0.0,34548
25387,25388,2,2,3,5,5,4,14,1,1,No,Straight / Heterosexual,6,1,3.0,67845
25389,25390,2,2,1,2,5,4,1,6,1,No,Straight / Heterosexual,5,1,4.0,184000
25390,25391,1,2,1,2,5,4,1,4,1,No,Straight / Heterosexual,2,1,4.0,238257
25398,25399,2,2,1,1,2,5,1,2,5,"Or, in your own words:",Prefer to self-describe:,1,1,1.0,100000
25401,25402,1,2,2,1,5,4,35,3,1,No,Straight / Heterosexual,11,1,4.0,111693
25406,25407,2,2,2,1,3,1,7,1,1,No,Straight / Heterosexual,6,1,1.0,125544
25408,25409,2,2,1,1,4,5,1,2,1,No,Straight / Heterosexual,3,1,1.0,176000
25412,25413,2,2,2,1,5,8,3,3,1,No,Straight / Heterosexual,10,1,4.0,131181
25413,25414,2,2,1,2,3,1,1,2,1,No,Straight / Heterosexual,1,1,1.0,175000
25414,25415,2,1,3,8,1,2,73,5,1,No,Straight / Heterosexual,6,5,0.0,9804
25415,25416,2,2,2,2,2,1,66,2,1,No,Straight / Heterosexual,15,1,1.0,17952
25423,25424,2,2,1,1,4,1,15,1,1,No,Straight / Heterosexual,2,1,1.0,37325
25432,25433,2,2,2,1,2,10,43,5,1,No,Straight / Heterosexual,4,1,0.0,41664
25437,25438,2,2,1,2,4,3,46,2,1,No,Straight / Heterosexual,4,1,2.0,98712
25439,25440,2,2,1,2,2,4,3,2,1,No,Straight / Heterosexual,1,1,1.0,77303
25442,25443,2,2,2,1,2,4,4,2,1,No,Straight / Heterosexual,14,1,0.0,52255
25443,25444,2,1,1,1,3,1,56,1,1,No,Straight / Heterosexual,14,1,2.0,107000
25454,25455,2,2,2,1,2,3,15,2,1,No,Straight / Heterosexual,4,1,0.0,63986
25467,25468,1,2,1,1,5,7,1,3,1,No,Straight / Heterosexual,1,1,4.0,130000
25468,25469,2,1,2,2,2,1,32,2,1,No,Straight / Heterosexual,8,1,1.0,120000
25469,25470,2,2,2,1,2,1,41,5,1,No,Straight / Heterosexual,8,1,0.0,14953
25472,25473,2,2,1,4,2,4,10,5,1,No,Prefer not to say,4,1,1.0,27516
25474,25475,2,2,1,2,3,2,37,2,1,No,Straight / Heterosexual,2,1,2.0,69000
25479,25480,2,3,1,5,1,3,14,1,1,No,Straight / Heterosexual,1,1,4.0,40205
25481,25482,1,2,1,1,2,1,41,2,1,No,Straight / Heterosexual,8,1,1.0,60216
25483,25484,1,2,1,1,3,8,1,2,1,No,Straight / Heterosexual,15,1,1.0,238257
25484,25485,1,2,2,2,3,5,18,2,1,No,Straight / Heterosexual,18,1,1.0,34822
25487,25488,2,1,1,1,2,5,1,2,1,No,Straight / Heterosexual,1,1,0.0,72000
25500,25501,2,2,1,2,4,1,1,2,1,No,Straight / Heterosexual,1,1,2.0,210000
25503,25504,2,2,1,1,2,4,3,5,1,No,Straight / Heterosexual,16,1,0.0,66372
25505,25506,2,3,1,2,4,9,46,1,7,Yes,Bisexual;Gay or Lesbian,4,1,2.0,62340
25511,25512,2,2,1,2,2,1,37,5,1,No,Prefer not to say,2,1,0.0,15600
25513,25514,2,2,1,6,4,4,14,1,1,No,Straight / Heterosexual,1,1,1.0,59302
25516,25517,2,2,1,1,2,4,50,2,1,No,Straight / Heterosexual,1,1,0.0,10524
25517,25518,2,2,1,1,2,4,1,2,1,No,Straight / Heterosexual,1,1,1.0,160000
25519,25520,2,2,2,2,1,8,29,2,1,No,Straight / Heterosexual,15,1,0.0,139129
25530,25531,2,2,2,1,2,7,75,2,1,No,Straight / Heterosexual,15,1,0.0,238257
25532,25533,2,2,2,1,1,9,105,5,1,No,Straight / Heterosexual,8,1,0.0,6516
25534,25535,2,2,2,1,2,1,1,2,1,No,Straight / Heterosexual,20,1,1.0,75000
25547,25548,2,1,2,1,4,9,1,1,1,No,Straight / Heterosexual,1,1,3.0,135000
25549,25550,2,3,1,4,1,2,18,5,1,No,Straight / Heterosexual,13,1,0.0,3096
25550,25551,2,6,1,1,2,2,11,2,1,No,Straight / Heterosexual,14,1,1.0,24924
25566,25567,2,2,1,1,2,1,3,2,1,No,Straight / Heterosexual,6,1,0.0,81988
25577,25578,2,2,3,1,3,1,11,2,1,No,Straight / Heterosexual,14,1,1.0,15708
25581,25582,2,2,2,1,2,1,35,2,1,No,Straight / Heterosexual,2,1,0.0,155129
25590,25591,2,2,1,5,2,5,64,5,1,No,Straight / Heterosexual,8,1,0.0,4524
25591,25592,2,2,2,1,3,1,44,2,1,No,Straight / Heterosexual,6,1,1.0,24792
25600,25601,2,2,1,1,2,4,1,2,1,No,Straight / Heterosexual,1,1,1.0,161000
25609,25610,2,2,3,4,2,5,11,5,1,No,Straight / Heterosexual,14,1,0.0,12396
25611,25612,2,2,1,9,5,5,1,1,1,No,Straight / Heterosexual,1,1,2.0,220000
25613,25614,2,2,1,1,5,5,1,4,1,No,Straight / Heterosexual,1,1,4.0,238257
25618,25619,2,2,3,2,4,4,81,1,1,No,Straight / Heterosexual,6,1,1.0,49224
25623,25624,2,2,2,1,2,8,18,2,1,No,Straight / Heterosexual,13,1,1.0,38692
25633,25634,2,2,1,5,2,10,1,2,8,"Or, in your own words:",Straight / Heterosexual;Prefer to self-describe:,1,1,1.0,100035
25634,25635,2,2,3,5,3,1,21,2,1,No,Straight / Heterosexual,4,1,1.0,28584
25638,25639,1,2,2,7,4,4,29,1,1,No,Straight / Heterosexual,2,1,3.0,92002
25639,25640,2,2,1,2,2,2,37,1,1,No,Straight / Heterosexual,2,1,1.0,36000
25653,25654,2,1,2,2,2,5,6,2,1,No,Straight / Heterosexual,2,1,1.0,95979
25668,25669,2,2,3,1,2,1,36,2,1,No,Straight / Heterosexual,16,1,0.0,10346
25671,25672,2,2,2,4,1,1,1,5,1,No,Straight / Heterosexual,1,1,0.0,70000
25673,25674,1,2,2,6,2,5,3,1,1,No,Straight / Heterosexual,4,1,1.0,70276
25677,25678,2,2,1,1,4,4,3,2,3,Prefer not to say,Prefer not to say,1,12,1.0,148360
25681,25682,2,2,3,2,5,7,1,3,1,No,Straight / Heterosexual,3,1,4.0,238257
25682,25683,2,2,2,2,5,1,1,1,1,No,Straight / Heterosexual,1,1,4.0,238257
25688,25689,2,2,2,2,2,5,1,2,1,No,Straight / Heterosexual,15,1,0.0,130000
25697,25698,2,2,2,1,4,9,72,2,1,No,Straight / Heterosexual,16,3,0.0,10836
25698,25699,2,2,3,1,2,1,77,2,1,No,Straight / Heterosexual,15,1,1.0,23520
25707,25708,1,2,1,2,2,1,1,1,1,No,Straight / Heterosexual,1,7,0.0,90000
25711,25712,2,2,2,2,2,5,3,1,1,No,Straight / Heterosexual,15,1,2.0,117126
25720,25721,2,2,1,1,2,5,1,3,1,No,Straight / Heterosexual,1,1,3.0,145000
25726,25727,2,2,1,1,3,4,11,2,1,No,Straight / Heterosexual,14,5,2.0,57336
25728,25729,2,1,1,1,2,3,18,2,1,No,Straight / Heterosexual,13,1,1.0,18701
25734,25735,2,2,2,2,2,1,18,2,1,No,Straight / Heterosexual,13,1,0.0,41784
25739,25740,2,2,2,1,2,4,18,2,1,No,Straight / Heterosexual,13,1,1.0,8352
25753,25754,2,2,1,2,2,5,60,2,1,No,Straight / Heterosexual,8,5,0.0,32160
25759,25760,2,1,1,1,2,4,72,2,1,No,Straight / Heterosexual,15,1,0.0,5664
25775,25776,2,2,1,1,2,1,1,2,1,No,Straight / Heterosexual,1,1,0.0,115000
25776,25777,2,2,2,1,2,9,66,5,1,No,Straight / Heterosexual,15,1,0.0,5988
25777,25778,2,2,3,1,2,1,36,2,1,No,Straight / Heterosexual,17,1,0.0,15684
25778,25779,2,3,2,8,1,4,7,5,1,No,Straight / Heterosexual,11,1,0.0,78912
25779,25780,2,2,3,7,5,1,28,1,1,No,Straight / Heterosexual,2,1,1.0,110124
25789,25790,2,2,1,1,5,4,105,1,1,No,Straight / Heterosexual,8,1,2.0,26623
25790,25791,2,2,2,1,2,9,44,2,1,No,Prefer to self-describe:,6,1,0.0,12
25796,25797,2,2,2,4,1,4,4,2,1,No,Bisexual,2,1,0.0,68252
25799,25800,2,1,1,7,1,6,66,2,1,No,Bisexual,15,1,0.0,5988
25803,25804,2,2,2,1,4,4,1,2,1,No,Straight / Heterosexual,1,1,2.0,178600
25810,25811,2,3,1,1,5,2,1,4,1,No,Straight / Heterosexual,4,1,4.0,160000
25811,25812,2,2,2,1,2,8,22,2,1,No,Straight / Heterosexual,7,1,1.0,14424
25812,25813,2,2,1,1,4,8,1,1,1,No,Straight / Heterosexual,1,1,3.0,200000
25814,25815,1,2,3,1,2,1,18,2,1,No,Straight / Heterosexual,13,1,0.0,10212
25816,25817,2,2,3,2,5,1,74,3,1,No,Straight / Heterosexual,15,1,4.0,87288
25822,25823,2,2,3,1,5,9,1,1,1,No,Straight / Heterosexual,1,1,1.0,60000
25824,25825,2,2,3,5,1,9,137,2,1,No,Straight / Heterosexual,7,1,0.0,4344
25828,25829,2,2,1,2,2,2,49,2,1,No,Straight / Heterosexual,6,1,1.0,9600
25837,25838,2,2,2,1,2,5,18,5,1,No,Straight / Heterosexual,13,1,0.0,4720
25839,25840,2,2,1,1,3,7,1,2,1,No,Straight / Heterosexual,1,1,1.0,100000
25841,25842,2,2,3,1,1,9,49,5,1,No,Straight / Heterosexual,11,1,0.0,14184
25845,25846,2,2,2,2,3,4,18,2,1,No,Straight / Heterosexual,13,1,1.0,42561
25848,25849,1,2,2,6,5,1,18,2,1,No,Prefer not to say,13,1,1.0,15480
25853,25854,2,2,2,1,4,1,4,1,2,No,Straight / Heterosexual,2,1,2.0,61853
25860,25861,2,2,1,1,3,5,50,2,1,No,Straight / Heterosexual,6,1,1.0,22548
25864,25865,2,2,2,2,5,8,1,3,1,No,Straight / Heterosexual,13,1,4.0,165000
25883,25884,2,3,2,5,1,2,49,5,1,No,Straight / Heterosexual,6,1,0.0,7092
25884,25885,2,2,3,5,2,9,49,5,1,No,Straight / Heterosexual,6,1,1.0,51060
25898,25899,2,2,2,5,2,1,81,2,1,No,Straight / Heterosexual,16,1,1.0,16404
25902,25903,2,2,1,1,2,4,46,5,1,No,Straight / Heterosexual,18,1,0.0,24936
25906,25907,2,2,2,2,3,9,1,2,1,No,Straight / Heterosexual,1,1,1.0,95000
25912,25913,2,2,2,2,5,1,16,3,1,No,Straight / Heterosexual,2,1,3.0,71105
25913,25914,2,2,2,2,4,5,1,3,1,No,Straight / Heterosexual,1,1,3.0,238257
25924,25925,2,2,1,1,4,1,118,1,1,No,Straight / Heterosexual,6,1,2.0,39096
25931,25932,2,1,2,6,4,3,21,2,1,No,Straight / Heterosexual,2,1,2.0,67548
25934,25935,2,2,1,1,2,5,18,2,1,No,Straight / Heterosexual,13,1,0.0,19346
25937,25938,2,2,2,1,5,8,18,1,1,No,Straight / Heterosexual,12,1,4.0,238257
25940,25941,2,2,2,1,2,5,18,2,1,No,Straight / Heterosexual,12,1,0.0,39981
25943,25944,2,2,2,4,2,9,7,1,1,No,Straight / Heterosexual,11,1,1.0,100440
25945,25946,1,2,3,1,2,5,18,5,1,No,Straight / Heterosexual,13,1,0.0,34822
25948,25949,2,2,1,1,2,7,18,5,1,No,Straight / Heterosexual,13,1,0.0,5752
25952,25953,1,2,2,1,2,2,136,2,1,No,Straight / Heterosexual,6,1,0.0,14400
25954,25955,2,3,1,5,4,4,6,2,1,No,Straight / Heterosexual,2,1,1.0,74376
25957,25958,2,2,1,2,2,3,16,2,1,No,Straight / Heterosexual,4,1,1.0,76184
25960,25961,1,1,2,5,2,1,46,1,1,No,Straight / Heterosexual,1,1,3.0,14544
25963,25964,2,3,1,1,4,1,18,2,1,No,Straight / Heterosexual,13,1,2.0,38692
25966,25967,2,2,2,1,2,9,49,5,1,No,Straight / Heterosexual,6,1,1.0,3972
25981,25982,2,2,1,1,4,7,14,1,1,No,Straight / Heterosexual,1,1,4.0,82922
25982,25983,2,2,3,1,2,1,18,5,1,No,Straight / Heterosexual,13,1,0.0,219
25989,25990,2,2,2,2,5,3,4,1,1,No,Straight / Heterosexual,2,1,2.0,92780
25990,25991,1,7,2,1,2,1,1,2,1,No,Straight / Heterosexual,1,1,0.0,75000
25996,25997,2,1,3,1,3,4,49,1,1,No,Straight / Heterosexual,6,1,2.0,51060
25997,25998,2,1,1,9,5,7,46,1,1,No,Straight / Heterosexual,2,1,4.0,120000
25998,25999,2,2,1,1,2,5,72,2,1,No,Straight / Heterosexual,17,1,1.0,5004
25999,26000,2,2,1,1,2,1,44,5,1,No,Straight / Heterosexual,6,1,0.0,7176
26006,26007,2,2,1,1,3,9,18,2,1,No,Straight / Heterosexual,13,1,1.0,38692
26011,26012,2,2,2,1,1,2,22,5,1,No,Straight / Heterosexual,7,1,0.0,4116
26018,26019,2,2,1,5,2,8,21,2,1,No,Straight / Heterosexual,2,1,0.0,42612
26024,26025,2,2,2,1,2,8,10,5,1,No,Straight / Heterosexual,2,1,0.0,63986
26025,26026,2,2,1,1,3,1,49,2,1,No,Straight / Heterosexual,6,1,2.0,70920
26032,26033,2,2,2,1,5,7,7,1,1,No,Straight / Heterosexual,6,1,3.0,143484
26033,26034,2,2,1,1,4,5,14,2,1,No,Straight / Heterosexual,1,1,2.0,159562
26044,26045,2,4,1,1,1,1,62,2,1,No,Straight / Heterosexual,15,1,0.0,4092
26046,26047,2,2,2,5,2,1,2,2,1,No,Straight / Heterosexual,4,1,2.0,37325
26047,26048,2,2,1,2,2,4,6,2,1,No,Straight / Heterosexual,4,1,1.0,74463
26058,26059,2,2,2,2,4,4,127,2,1,No,Straight / Heterosexual,6,1,2.0,17676
26062,26063,2,2,2,1,2,4,19,2,1,No,Straight / Heterosexual,4,1,0.0,42657
26065,26066,2,2,2,2,3,4,9,2,1,No,Straight / Heterosexual,15,1,2.0,99557
26072,26073,1,2,2,1,3,5,12,2,1,No,Prefer not to say,2,1,1.0,53322
26073,26074,2,2,2,1,1,8,7,2,1,No,Straight / Heterosexual,6,1,0.0,93264
26086,26087,2,2,2,5,2,9,53,2,1,No,Straight / Heterosexual,4,1,0.0,49776
26088,26089,2,2,1,1,2,1,69,2,1,No,Straight / Heterosexual,17,1,0.0,16100
26106,26107,2,2,2,1,2,1,6,2,1,No,Straight / Heterosexual,4,1,1.0,51204
26111,26112,2,1,3,7,5,8,6,3,1,No,Prefer not to say,2,1,4.0,28584
26125,26126,2,2,2,2,2,4,58,2,1,No,Straight / Heterosexual,2,1,0.0,19308
26135,26136,2,2,2,2,5,2,31,3,1,No,Straight / Heterosexual,4,1,4.0,63984
26141,26142,2,4,2,1,3,4,4,2,1,No,Straight / Heterosexual,2,1,1.0,44796
26142,26143,1,2,3,1,1,9,18,5,1,No,Prefer not to say,12,1,0.0,2316
26145,26146,2,2,2,2,2,9,16,2,1,No,Straight / Heterosexual,1,1,1.0,46320
26146,26147,2,2,2,5,2,8,16,5,1,No,Straight / Heterosexual,2,1,0.0,42660
26147,26148,2,3,1,1,4,1,58,2,1,No,Straight / Heterosexual,1,1,2.0,32712
26169,26170,2,2,3,1,3,8,44,2,1,No,Straight / Heterosexual,6,1,1.0,20880
26173,26174,2,1,3,1,2,1,66,5,1,No,Straight / Heterosexual,17,1,0.0,14964
26175,26176,2,1,3,1,4,4,49,1,1,No,Straight / Heterosexual,6,1,2.0,5952
26186,26187,2,2,1,2,4,2,12,2,7,Yes,Bisexual,2,3,0.0,29436
26196,26197,2,2,1,5,5,7,33,1,1,No,Straight / Heterosexual,4,1,4.0,50220
26199,26200,2,2,1,1,2,8,6,2,1,No,Straight / Heterosexual,4,1,0.0,93792
26203,26204,2,2,1,1,2,4,78,2,1,No,Straight / Heterosexual,6,1,1.0,78405
26218,26219,2,2,2,1,3,7,14,2,1,No,Straight / Heterosexual,13,1,2.0,79153
26221,26222,2,2,1,4,2,2,14,8,2,Yes,Prefer to self-describe:,4,1,0.0,22615
26226,26227,2,6,2,1,2,8,6,5,1,No,Straight / Heterosexual,2,1,0.0,33300
26233,26234,2,2,2,2,2,4,2,2,1,No,Straight / Heterosexual,2,1,0.0,40525
26238,26239,2,2,1,2,4,1,2,2,1,No,Straight / Heterosexual,4,1,2.0,61853
26239,26240,2,2,3,1,2,2,44,2,1,No,Straight / Heterosexual,6,1,1.0,4572
26245,26246,2,2,3,7,2,4,49,5,1,No,Straight / Heterosexual,6,1,1.0,56736
26246,26247,2,2,2,2,5,2,2,3,1,No,Straight / Heterosexual,2,1,4.0,85315
26247,26248,2,2,2,2,3,1,15,2,1,No,Straight / Heterosexual,2,1,1.0,37325
26252,26253,2,2,1,2,5,5,20,3,1,No,Straight / Heterosexual,4,1,4.0,53322
26253,26254,2,2,2,1,2,4,5,2,1,No,Straight / Heterosexual,1,1,1.0,106644
26255,26256,2,1,1,4,3,4,6,5,1,No,Straight / Heterosexual,2,1,0.0,43008
26257,26258,2,2,1,5,5,7,1,1,1,No,Straight / Heterosexual,1,1,3.0,166850
26262,26263,2,2,1,1,2,9,36,2,1,Prefer not to say,Prefer not to say,15,3,1.0,6816
26273,26274,2,2,1,1,4,1,53,1,1,No,Straight / Heterosexual,11,1,2.0,117300
26283,26284,2,2,2,2,3,8,4,2,1,No,Straight / Heterosexual,13,1,0.0,78916
26285,26286,2,1,2,1,2,1,16,2,1,No,Straight / Heterosexual,2,1,1.0,73140
26286,26287,2,2,2,1,3,5,45,2,1,No,Straight / Heterosexual,2,1,1.0,31171
26288,26289,2,2,2,1,4,1,35,1,1,No,Straight / Heterosexual,4,1,2.0,134445
26291,26292,2,2,1,2,1,7,15,2,1,No,Straight / Heterosexual,2,1,1.0,238257
26292,26293,2,2,2,1,2,1,49,2,1,No,Straight / Heterosexual,6,1,1.0,99288
26293,26294,2,1,3,2,5,2,7,3,1,No,Straight / Heterosexual,6,1,4.0,107616
26297,26298,2,2,2,2,3,1,26,1,1,No,Straight / Heterosexual,10,1,1.0,75080
26301,26302,2,4,2,2,4,1,24,2,1,No,Straight / Heterosexual,4,8,2.0,38028
26304,26305,2,1,2,1,2,4,72,2,1,No,Straight / Heterosexual,17,1,1.0,1332
26309,26310,2,2,2,1,3,8,18,2,1,No,Straight / Heterosexual,12,1,1.0,77383
26311,26312,2,2,1,5,1,2,10,2,1,No,Bisexual,6,1,0.0,63986
26316,26317,2,2,2,1,1,5,4,2,1,No,Straight / Heterosexual,2,1,0.0,47990
26317,26318,2,2,1,5,5,4,16,1,1,No,Straight / Heterosexual,4,1,2.0,53628
26331,26332,2,2,2,2,3,4,43,2,1,No,Straight / Heterosexual,2,1,1.0,34126
26333,26334,2,2,2,2,3,1,12,5,4,Yes,Bisexual;Gay or Lesbian;Queer,2,1,1.0,35196
26340,26341,2,2,1,1,3,7,6,2,1,No,Straight / Heterosexual,4,1,2.0,106644
26342,26343,2,4,1,1,3,2,1,2,1,No,Straight / Heterosexual,1,1,1.0,50000
26351,26352,2,2,1,1,3,7,3,1,1,No,Prefer not to say,5,3,2.0,93701
26359,26360,2,1,2,2,4,1,6,1,1,No,Straight / Heterosexual,4,1,2.0,62436
26360,26361,2,2,2,2,2,4,37,5,1,No,Straight / Heterosexual,2,1,0.0,17868
26365,26366,2,2,2,2,2,4,4,1,1,No,Straight / Heterosexual,4,1,1.0,74651
26370,26371,2,1,1,5,5,4,33,2,1,No,Straight / Heterosexual,2,1,2.0,258
26381,26382,2,2,3,1,1,9,66,2,1,No,Prefer not to say,15,1,0.0,2100
26383,26384,2,2,3,7,2,2,50,2,1,No,Straight / Heterosexual,5,1,1.0,6384
26395,26396,2,2,2,1,3,5,14,2,1,No,Straight / Heterosexual,13,1,0.0,111819
26396,26397,2,2,2,1,1,1,18,2,1,No,Straight / Heterosexual,12,1,0.0,3864
26403,26404,2,2,2,2,3,1,12,2,1,No,Gay or Lesbian,4,1,1.0,41591
26404,26405,2,2,1,2,2,4,37,2,1,No,Straight / Heterosexual,4,1,0.0,63600
